"GEO_ID","NAME","YEAR","zip_code","vets_popcount","nonvets_pop_count","total_labor_force_percent","vets_labor_force_percent","nonvets_labor_force_percent","total_labor_force_count","vets_labor_force_count","nonvets_labor_force_count","total_unemp_rate_percent","vets_unemp_rate_percent","nonvets_unemp_rate_percent","total_pov_count","total_pov_percent","vets_pov_count","vets_pov_percent","nonvets_pov_count","nonvets_pov_percent","total_dis_count","total_dis_percent","vet_dis_count","vet_dis_percent","nonvet_dis_count","nonvet_dis_percent","drop_zip"
"860Z200US13484","ZCTA5 13484","2024","13484",0,0,100,0,100,53,0,53,0,0,0,21,28.4,0,0,21,28.4,21,28.4,0,0,21,28.4,TRUE
"860Z200US13623","ZCTA5 13623","2024","13623",0,0,37.5,0,37.5,9,0,9,0,0,0,4,6.2,0,0,4,6.2,5,7.7,0,0,5,7.7,TRUE
"860Z200US13645","ZCTA5 13645","2024","13645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"860Z200US13683","ZCTA5 13683","2024","13683",0,0,42.4,0,42.4,14,0,14,0,0,0,33,100,0,0,33,100,19,57.6,0,0,19,57.6,TRUE
"860Z200US13699","ZCTA5 13699","2024","13699",0,0,39,0,39,846,0,846,2.2,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"860Z200US13738","ZCTA5 13738","2024","13738",0,0,100,0,100,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"860Z200US13747","ZCTA5 13747","2024","13747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"860Z200US13751","ZCTA5 13751","2024","13751",0,0,100,0,100,84,0,84,0,0,0,0,0,0,0,0,0,42,25.3,0,0,42,25.3,TRUE
"860Z200US13774","ZCTA5 13774","2024","13774",0,0,57.8,0,57.8,122,0,122,0,0,0,0,0,0,0,0,0,59,23.9,0,0,59,23.9,TRUE
"860Z200US13814","ZCTA5 13814","2024","13814",0,0,100,0,100,12,0,12,0,0,0,0,0,0,0,0,0,8,50,0,0,8,50,TRUE
"860Z200US14027","ZCTA5 14027","2024","14027",0,0,100,0,100,52,0,52,0,0,0,23,33.3,0,0,23,33.3,0,0,0,0,0,0,TRUE
"860Z200US14083","ZCTA5 14083","2024","14083",0,0,100,0,100,75,0,75,0,0,0,0,0,0,0,0,0,10,13.3,0,0,10,13.3,TRUE
"860Z200US14112","ZCTA5 14112","2024","14112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"860Z200US14166","ZCTA5 14166","2024","14166",0,0,100,0,100,43,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"860Z200US14260","ZCTA5 14260","2024","14260",0,0,23.6,0,23.6,216,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"860Z200US14302","ZCTA5 14302","2024","14302",0,0,0,0,0,0,0,0,0,0,0,95,100,0,0,95,100,95,100,0,0,95,100,TRUE
"860Z200US14413","ZCTA5 14413","2024","14413",0,0,58.7,0,58.7,27,0,27,0,0,0,27,58.7,0,0,27,58.7,0,0,0,0,0,0,TRUE
"860Z200US14453","ZCTA5 14453","2024","14453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"860Z200US14515","ZCTA5 14515","2024","14515",0,0,100,0,100,91,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"860Z200US14539","ZCTA5 14539","2024","14539",0,0,100,0,100,56,0,56,0,0,0,0,0,0,0,0,0,19,21.3,0,0,19,21.3,TRUE
"860Z200US14542","ZCTA5 14542","2024","14542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,59.4,0,0,19,59.4,TRUE
"860Z200US14642","ZCTA5 14642","2024","14642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"860Z200US14778","ZCTA5 14778","2024","14778",0,0,43.5,0,43.5,658,0,658,7.3,0,7.3,12,85.7,0,0,12,85.7,0,0,0,0,0,0,TRUE
"860Z200US14785","ZCTA5 14785","2024","14785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"860Z200US14788","ZCTA5 14788","2024","14788",0,0,59.5,0,59.5,47,0,47,78.7,0,78.7,13,12.7,0,0,13,12.7,12,11.8,0,0,12,11.8,TRUE
"860Z200US14853","ZCTA5 14853","2024","14853",0,0,27.6,0,27.6,660,0,660,3.5,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"860Z200US14854","ZCTA5 14854","2024","14854",0,0,100,0,100,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"860Z200US14893","ZCTA5 14893","2024","14893",0,0,100,0,100,15,0,15,0,0,0,8,53.3,0,0,8,53.3,0,0,0,0,0,0,TRUE
