"GEO_ID","NAME","YEAR","zip_code","vets_popcount","nonvets_pop_count","total_labor_force_percent","vets_labor_force_percent","nonvets_labor_force_percent","total_labor_force_count","vets_labor_force_count","nonvets_labor_force_count","total_unemp_rate_percent","vets_unemp_rate_percent","nonvets_unemp_rate_percent","total_pov_count","total_pov_percent","vets_pov_count","vets_pov_percent","nonvets_pov_count","nonvets_pov_percent","total_dis_count","total_dis_percent","vet_dis_count","vet_dis_percent","nonvet_dis_count","nonvet_dis_percent","drop_zip","zero_flag"
"8600000US06390","ZCTA5 06390","2019","06390",0,24,94.3,90.9,95.5,83,20,63,32.5,0,42.9,0,0,0,0,0,0,16,14.4,4,16.7,12,13.8,FALSE,0
"8600000US10001","ZCTA5 10001","2019","10001",0,450,81.9,69,81.9,15164,87,15077,4.7,35.6,4.6,2681,12.7,93,20.7,2588,12.5,2333,11,152,33.8,2181,10.5,FALSE,0
"8600000US10002","ZCTA5 10002","2019","10002",0,1088,71.3,53.6,71.4,34253,195,34058,6.3,13.3,6.2,16650,25.9,193,17.7,16457,26,10906,16.9,459,42.2,10447,16.5,FALSE,0
"8600000US10003","ZCTA5 10003","2019","10003",0,1219,72.3,87.6,72.2,31352,339,31013,4.9,18.9,4.8,3960,9.6,33,2.7,3927,9.8,3579,8.7,391,32.1,3188,8,FALSE,0
"8600000US10004","ZCTA5 10004","2019","10004",0,61,86.6,100,86.5,2384,32,2352,3.6,0,3.7,44,1.5,0,0,44,1.5,154,5.2,0,0,154,5.3,FALSE,0
"8600000US10005","ZCTA5 10005","2019","10005",0,94,92.6,100,92.5,7009,94,6915,3.1,0,3.1,796,10.4,0,0,796,10.5,175,2.3,5,5.3,170,2.2,FALSE,0
"8600000US10007","ZCTA5 10007","2019","10007",0,215,74.4,69.6,74.5,4061,32,4029,2.1,0,2.1,127,2.5,0,0,127,2.6,127,2.5,33,21.7,94,1.9,FALSE,0
"8600000US10009","ZCTA5 10009","2019","10009",0,917,73.5,79.6,73.4,31547,172,31375,3.6,0,3.6,11489,22.2,93,10.1,11396,22.4,6992,13.5,258,28.1,6734,13.2,FALSE,0
"8600000US10010","ZCTA5 10010","2019","10010",0,932,79.5,53.2,79.9,21041,200,20841,3.7,0,3.8,3163,10.9,59,6.3,3104,11.1,2141,7.4,292,31.3,1849,6.6,FALSE,0
"8600000US10011","ZCTA5 10011","2019","10011",0,1179,85.7,12,86.1,31777,21,31756,3.7,0,3.7,4542,10.3,136,11.5,4406,10.2,4551,10.3,376,31.9,4175,9.7,FALSE,0
"8600000US10012","ZCTA5 10012","2019","10012",0,470,78.6,90.3,78.5,14091,159,13932,4.1,35.2,3.8,2379,11.8,43,9.1,2336,11.8,1402,6.9,110,23.4,1292,6.6,FALSE,0
"8600000US10013","ZCTA5 10013","2019","10013",0,254,79,0,79.3,15436,0,15436,3.1,0,3.1,2553,11.5,0,0,2553,11.6,2135,9.6,37,16.5,2098,9.5,FALSE,0
"8600000US10014","ZCTA5 10014","2019","10014",0,732,87.4,86.9,87.4,20279,139,20140,5.2,0,5.2,1721,6.3,12,1.6,1709,6.4,1976,7.2,181,24.7,1795,6.7,FALSE,0
"8600000US10016","ZCTA5 10016","2019","10016",0,750,85.2,96.4,85.1,35593,266,35327,3.1,10.5,3,4094,8.6,0,0,4094,8.7,3545,7.4,246,33.2,3299,7,FALSE,0
"8600000US10017","ZCTA5 10017","2019","10017",0,391,88.2,100,88.1,10173,126,10047,3.2,20.6,3,996,6.8,81,20.7,915,6.5,1151,7.9,33,8.4,1118,7.9,FALSE,0
"8600000US10018","ZCTA5 10018","2019","10018",0,87,84,43.9,84.2,6371,18,6353,3.6,0,3.6,1163,14.1,21,24.1,1142,14,625,7.6,11,12.6,614,7.5,FALSE,0
"8600000US10019","ZCTA5 10019","2019","10019",0,1009,83.3,46.3,83.7,29407,188,29219,5.1,8,5.1,5409,12.9,194,19.2,5215,12.8,4451,10.6,432,42.8,4019,9.8,FALSE,0
"8600000US10021","ZCTA5 10021","2019","10021",0,1699,82.4,71.8,82.6,22244,234,22010,1.8,0,1.9,2141,5.8,49,2.9,2092,5.9,3172,8.6,542,32,2630,7.5,FALSE,0
"8600000US10022","ZCTA5 10022","2019","10022",0,1237,88.4,100,88.3,17121,48,17073,2.3,0,2.3,1198,4.3,91,7.4,1107,4.2,2307,8.4,461,37.3,1846,7,FALSE,0
"8600000US10023","ZCTA5 10023","2019","10023",0,1723,81.6,90.6,81.5,32569,386,32183,4,6.2,3.9,4329,8.2,184,10.7,4145,8.2,5650,10.8,745,43.2,4905,9.7,FALSE,0
"8600000US10024","ZCTA5 10024","2019","10024",0,952,85.7,72.3,85.8,31208,172,31036,2.9,8.1,2.9,3736,7.8,74,7.9,3662,7.8,4564,9.6,280,29.9,4284,9.2,FALSE,0
"8600000US10025","ZCTA5 10025","2019","10025",0,1517,76.5,83.1,76.4,46012,530,45482,5,4.3,5,10891,14.5,36,2.4,10855,14.7,9767,13,358,23.7,9409,12.7,FALSE,0
"8600000US10026","ZCTA5 10026","2019","10026",0,730,75.6,73.9,75.6,20429,403,20026,6.3,0,6.4,6741,21.7,179,24.6,6562,21.6,3852,12.4,233,32,3619,11.9,FALSE,0
"8600000US10027","ZCTA5 10027","2019","10027",0,636,63.6,64.2,63.6,29625,238,29387,5.8,29.4,5.6,11503,24.5,128,20.3,11375,24.6,5874,12.5,181,28.7,5693,12.3,FALSE,0
"8600000US10028","ZCTA5 10028","2019","10028",0,876,86.8,35.9,86.9,26692,23,26669,2.8,0,2.8,2346,5.9,8,0.9,2338,6,2537,6.3,243,27.7,2294,5.9,FALSE,0
"8600000US10029","ZCTA5 10029","2019","10029",0,1350,65.3,49.3,65.6,32930,372,32558,9.5,7.8,9.5,17079,29.2,142,10.6,16937,29.6,10358,17.7,282,21,10076,17.6,FALSE,0
"8600000US10030","ZCTA5 10030","2019","10030",0,564,75.1,55.4,75.4,16205,222,15983,9.9,15.8,9.8,6306,25.3,193,34.2,6113,25,4153,16.6,128,22.7,4025,16.5,FALSE,0
"8600000US10031","ZCTA5 10031","2019","10031",0,1015,82,95.4,81.8,35189,581,34608,6.4,0,6.5,9864,19.8,132,13,9732,19.9,6206,12.4,228,22.5,5978,12.2,FALSE,0
"8600000US10032","ZCTA5 10032","2019","10032",0,949,78.8,56,79.1,35677,330,35347,7.4,0,7.5,10251,19.3,114,12.2,10137,19.4,8870,16.7,366,39.1,8504,16.3,FALSE,0
"8600000US10033","ZCTA5 10033","2019","10033",0,640,79.4,51.3,79.7,31540,216,31324,7.7,0,7.7,7804,16.5,102,16.1,7702,16.5,7434,15.8,195,30.9,7239,15.5,FALSE,0
"8600000US10034","ZCTA5 10034","2019","10034",0,720,79,59.1,79.3,22304,273,22031,4.9,0,5,5568,16.3,63,8.8,5505,16.4,5212,15.2,169,23.5,5043,15,FALSE,0
"8600000US10035","ZCTA5 10035","2019","10035",0,553,60.4,57.7,60.4,15032,199,14833,8.9,14.1,8.9,9812,34.4,300,55.7,9512,34,5225,18.3,219,40.6,5006,17.9,FALSE,0
"8600000US10036","ZCTA5 10036","2019","10036",0,358,86,62.1,86.2,19712,131,19581,3.6,0,3.7,3840,14.6,86,24,3754,14.4,3414,12.9,156,43.6,3258,12.5,FALSE,0
"8600000US10037","ZCTA5 10037","2019","10037",0,530,73.2,61.6,73.5,9081,165,8916,11.4,15.2,11.4,3275,21.2,139,27.3,3136,21,2078,13.5,158,31,1920,12.9,FALSE,0
"8600000US10038","ZCTA5 10038","2019","10038",0,485,78.4,58.8,78.6,12860,97,12763,5.1,7.2,5,3481,18,25,5.2,3456,18.3,1918,9.9,94,19.4,1824,9.7,FALSE,0
"8600000US10039","ZCTA5 10039","2019","10039",0,373,75.5,87.2,75.4,13969,143,13826,14.2,29.4,14,4671,22,63,16.9,4608,22,3405,16,70,18.8,3335,16,FALSE,0
"8600000US10040","ZCTA5 10040","2019","10040",0,520,79.3,60.1,79.5,23335,155,23180,9.9,12.9,9.9,6860,19.3,7,1.4,6853,19.5,5335,15,27,5.4,5308,15.1,FALSE,0
"8600000US10044","ZCTA5 10044","2019","10044",0,217,66.4,100,66.3,5713,24,5689,7.8,0,7.8,1083,11.7,0,0,1083,11.9,831,9,0,0,831,9.2,FALSE,0
"8600000US10065","ZCTA5 10065","2019","10065",0,944,85.1,78.3,85.2,16025,173,15852,2,0,2,1638,6.5,36,3.8,1602,6.6,1831,7.3,306,32.4,1525,6.3,FALSE,0
"8600000US10069","ZCTA5 10069","2019","10069",0,107,78.1,0,78.8,3221,0,3221,3,0,3,500,10.6,0,0,500,10.8,192,4.1,53,49.5,139,3,FALSE,0
"8600000US10075","ZCTA5 10075","2019","10075",0,684,85.8,76.2,85.9,10945,93,10852,0.5,0,0.5,534,2.9,68,10.3,466,2.6,1269,7,198,30,1071,6.1,FALSE,0
"8600000US10128","ZCTA5 10128","2019","10128",0,1643,84.5,94.4,84.4,32905,238,32667,3.6,0,3.6,3128,6.3,53,3.2,3075,6.4,4378,8.8,432,26.4,3946,8.2,FALSE,0
"8600000US10162","ZCTA5 10162","2019","10162",0,136,84.8,0,84.8,560,0,560,0,0,0,0,0,0,0,0,0,185,17.5,0,0,185,20.1,FALSE,0
"8600000US10280","ZCTA5 10280","2019","10280",0,169,88.3,75,88.5,5889,90,5799,2.8,0,2.9,411,5.4,0,0,411,5.5,399,5.2,26,15.4,373,5,FALSE,0
"8600000US10282","ZCTA5 10282","2019","10282",0,86,83.7,100,83.6,2947,25,2922,2.8,0,2.8,110,2.9,0,0,110,2.9,227,5.9,61,70.9,166,4.4,FALSE,0
"8600000US10301","ZCTA5 10301","2019","10301",0,1069,67.7,63.7,67.8,16380,313,16067,4.3,7.7,4.2,4945,17.3,154,14.7,4791,17.4,3497,12.2,209,19.9,3288,11.9,FALSE,0
"8600000US10302","ZCTA5 10302","2019","10302",0,724,66.5,64.8,66.6,7878,278,7600,4.5,3.2,4.5,2235,16.4,196,27.1,2039,15.8,1450,10.6,211,29.1,1239,9.6,FALSE,0
"8600000US10303","ZCTA5 10303","2019","10303",0,706,66.9,75.6,66.7,11443,375,11068,4.2,5.3,4.1,3951,20.1,89,12.6,3862,20.3,2223,11.3,104,14.7,2119,11.2,FALSE,0
"8600000US10304","ZCTA5 10304","2019","10304",0,1047,66.2,64.8,66.3,17108,291,16817,6.5,1.7,6.6,5687,18.4,151,14.8,5536,18.5,4197,13.5,227,22.3,3970,13.3,FALSE,0
"8600000US10305","ZCTA5 10305","2019","10305",0,1176,70.3,57.3,70.6,18976,270,18706,5.6,3,5.6,3930,11.9,103,9,3827,12,4608,13.9,473,41.2,4135,12.9,FALSE,0
"8600000US10306","ZCTA5 10306","2019","10306",0,1851,73.7,60,73.9,25108,365,24743,4.2,0,4.2,3884,9,135,7.3,3749,9,5915,13.7,728,39.6,5187,12.5,FALSE,0
"8600000US10307","ZCTA5 10307","2019","10307",0,484,70.5,86,70.3,6662,123,6539,3.7,0,3.7,546,4.7,24,5,522,4.7,1143,9.8,186,38.4,957,8.6,FALSE,0
"8600000US10308","ZCTA5 10308","2019","10308",0,1021,76.3,67.1,76.4,13728,159,13569,5.4,0,5.5,1070,4.6,32,3.1,1038,4.6,2669,11.4,321,31.4,2348,10.5,FALSE,0
"8600000US10309","ZCTA5 10309","2019","10309",0,1135,76.5,88.8,76.2,16434,390,16044,2.4,0,2.4,1666,6.3,98,8.7,1568,6.2,3114,11.7,281,24.9,2833,11.1,FALSE,0
"8600000US10310","ZCTA5 10310","2019","10310",0,698,70.4,52.1,70.7,10351,122,10229,3.9,0,3.9,2615,14.6,10,1.4,2605,15.2,1901,10.6,113,16.2,1788,10.4,FALSE,0
"8600000US10312","ZCTA5 10312","2019","10312",0,2348,74.7,84.7,74.6,27233,460,26773,4.4,2.8,4.5,2681,5.6,117,5,2564,5.7,4945,10.4,591,25.2,4354,9.6,FALSE,0
"8600000US10314","ZCTA5 10314","2019","10314",0,2705,72.6,81.6,72.4,39766,804,38962,4.5,1,4.5,5711,8.2,96,3.6,5615,8.4,8171,11.8,717,26.7,7454,11.2,FALSE,0
"8600000US10451","ZCTA5 10451","2019","10451",0,735,69.1,64.5,69.2,20492,240,20252,7.6,23.3,7.4,10958,30.7,160,21.8,10798,30.8,8220,23,213,29,8007,22.9,FALSE,0
"8600000US10452","ZCTA5 10452","2019","10452",0,1041,69.6,46.4,69.9,32895,350,32545,9.2,0,9.3,17003,31.7,261,25.4,16742,31.8,9626,17.9,257,25,9369,17.8,FALSE,0
"8600000US10453","ZCTA5 10453","2019","10453",0,799,67.8,83.1,67.6,35349,472,34877,13.1,11.4,13.1,19727,33.5,163,20.4,19564,33.7,11320,19.2,243,30.4,11077,19.1,FALSE,0
"8600000US10454","ZCTA5 10454","2019","10454",0,421,65,46.5,65.3,15279,141,15138,12.8,4.3,12.9,10173,38.4,207,49.2,9966,38.2,6212,23.5,165,39.2,6047,23.2,FALSE,0
"8600000US10455","ZCTA5 10455","2019","10455",0,464,67.8,84.1,67.6,17584,322,17262,13.3,3.7,13.5,10114,34,68,14.7,10046,34.3,5517,18.6,95,20.5,5422,18.5,FALSE,0
"8600000US10456","ZCTA5 10456","2019","10456",0,1495,66.5,71.1,66.4,38792,641,38151,13.4,8.4,13.5,22082,33.6,324,22.5,21758,33.9,14404,21.9,389,27,14015,21.8,FALSE,0
"8600000US10457","ZCTA5 10457","2019","10457",0,930,68.6,65.6,68.6,30887,448,30439,10.9,19.2,10.8,16604,32,194,21.3,16410,32.2,10675,20.6,223,24.5,10452,20.5,FALSE,0
"8600000US10458","ZCTA5 10458","2019","10458",0,1157,71.6,54.4,71.9,39433,444,38989,12.8,0,12.9,17581,29.6,296,25.7,17285,29.6,9464,15.9,440,38.2,9024,15.5,FALSE,0
"8600000US10459","ZCTA5 10459","2019","10459",0,523,66.1,56.8,66.2,20458,216,20242,10,0,10.2,10815,30.2,148,29.1,10667,30.2,6092,17,151,29.7,5941,16.8,FALSE,0
"8600000US10460","ZCTA5 10460","2019","10460",0,715,71.3,57.6,71.5,26140,279,25861,12.7,6.8,12.7,13221,30.4,137,19.2,13084,30.6,8892,20.5,203,28.4,8689,20.3,FALSE,0
"8600000US10461","ZCTA5 10461","2019","10461",0,1373,75.7,83.1,75.6,23792,397,23395,7,3,7.1,5513,14.2,106,8.4,5407,14.4,6456,16.6,418,33.3,6038,16.1,FALSE,0
"8600000US10462","ZCTA5 10462","2019","10462",0,1213,77.2,72.5,77.3,38450,466,37984,8.5,18,8.3,9760,16.4,154,12.7,9606,16.5,9836,16.6,392,32.5,9444,16.2,FALSE,0
"8600000US10463","ZCTA5 10463","2019","10463",0,2075,77.2,61.6,77.5,31913,535,31378,6.5,3,6.6,7860,14.7,272,13.8,7588,14.7,9792,18.3,827,42,8965,17.4,FALSE,0
"8600000US10464","ZCTA5 10464","2019","10464",0,201,86.6,100,86.2,2310,71,2239,5.5,0,5.6,221,6.1,0,0,221,6.4,741,20.4,89,44.3,652,19,FALSE,0
"8600000US10465","ZCTA5 10465","2019","10465",0,1473,74.4,74.6,74.4,20307,472,19835,6,10.6,5.8,4111,12.4,78,5.3,4033,12.7,7743,23.3,734,49.9,7009,22.1,FALSE,0
"8600000US10466","ZCTA5 10466","2019","10466",0,1132,74.3,68.9,74.3,35603,396,35207,9.6,12.6,9.5,8641,15,167,14.8,8474,15.1,9158,15.9,294,26,8864,15.7,FALSE,0
"8600000US10467","ZCTA5 10467","2019","10467",0,1664,74.4,41.6,74.9,47936,379,47557,10.9,6.9,10.9,16623,22.3,592,37.6,16031,22,13068,17.5,851,54,12217,16.7,FALSE,0
"8600000US10468","ZCTA5 10468","2019","10468",0,926,76.5,67.3,76.6,37946,378,37568,11,15.3,11,14879,26.2,96,11,14783,26.4,7976,14,296,34,7680,13.7,FALSE,0
"8600000US10469","ZCTA5 10469","2019","10469",0,1614,75.5,64.5,75.8,33570,640,32930,7.5,5,7.5,7391,13.4,161,10.7,7230,13.5,9050,16.5,339,22.6,8711,16.3,FALSE,0
"8600000US10470","ZCTA5 10470","2019","10470",0,490,77.4,59.2,77.9,7787,151,7636,5.8,0,5.9,1438,11.4,57,11.6,1381,11.3,2099,16.6,148,30.2,1951,16,FALSE,0
"8600000US10471","ZCTA5 10471","2019","10471",0,868,75.6,61.2,75.8,9612,126,9486,6.9,0,7,1359,8.6,60,7.8,1299,8.7,2596,16.5,222,28.8,2374,15.9,FALSE,0
"8600000US10472","ZCTA5 10472","2019","10472",0,817,69.1,61.8,69.2,28816,249,28567,10.3,0,10.4,13492,27.5,101,12.5,13391,27.7,8727,17.8,191,23.7,8536,17.7,FALSE,0
"8600000US10473","ZCTA5 10473","2019","10473",0,1544,67.1,57.3,67.4,23877,427,23450,7.7,15.9,7.6,10212,23.1,261,17,9951,23.3,8793,19.9,515,33.6,8278,19.4,FALSE,0
"8600000US10474","ZCTA5 10474","2019","10474",0,105,55.9,48.1,56,4248,25,4223,11.3,0,11.4,3292,41.2,35,33.3,3257,41.3,1260,15.8,41,39,1219,15.5,FALSE,0
"8600000US10475","ZCTA5 10475","2019","10475",0,1566,79.4,44.6,80.3,20015,278,19737,6.9,0,7,3633,10.4,184,12.1,3449,10.3,7354,21.1,652,42.7,6702,20.1,FALSE,0
"8600000US10501","ZCTA5 10501","2019","10501",0,35,80,0,80,572,0,572,4.9,0,4.9,35,3.6,0,0,35,3.8,116,12,18,51.4,98,10.5,FALSE,0
"8600000US10502","ZCTA5 10502","2019","10502",0,143,83.1,100,83,2526,11,2515,7.1,0,7.2,88,2.1,0,0,88,2.2,606,14.4,60,42,546,13.4,FALSE,0
"8600000US10503","ZCTA5 10503","2019","10503",0,18,69.8,0,69.8,44,0,44,0,0,0,18,11.8,0,0,18,13.3,37,24.2,0,0,37,27.4,FALSE,0
"8600000US10504","ZCTA5 10504","2019","10504",0,127,78.1,100,77.9,3724,35,3689,3.7,0,3.7,190,3.2,0,0,190,3.3,266,4.5,78,61.4,188,3.2,FALSE,0
"8600000US10505","ZCTA5 10505","2019","10505",0,15,72.5,0,72.5,444,0,444,0,0,0,24,2.9,15,100,9,1.1,186,22.4,0,0,186,22.8,FALSE,0
"8600000US10506","ZCTA5 10506","2019","10506",0,163,74.6,100,74.5,2455,7,2448,2.6,0,2.6,181,4.3,8,4.9,173,4.3,322,7.6,38,23.3,284,7,FALSE,0
"8600000US10507","ZCTA5 10507","2019","10507",0,131,60.2,90.6,59.8,3011,58,2953,3.3,0,3.4,401,9.1,0,0,401,9.3,570,12.9,52,41.6,518,12,FALSE,0
"8600000US10509","ZCTA5 10509","2019","10509",0,711,80.6,59.7,80.9,10020,108,9912,3.8,7.4,3.8,766,5.1,51,7.3,715,4.9,1556,10.3,135,19.2,1421,9.8,FALSE,0
"8600000US10510","ZCTA5 10510","2019","10510",0,394,76.4,82.7,76.3,4659,91,4568,5.1,0,5.2,241,3.2,15,3.8,226,3.2,644,8.6,121,31,523,7.3,FALSE,0
"8600000US10511","ZCTA5 10511","2019","10511",0,74,79.6,50,79.9,1138,7,1131,5.2,0,5.2,121,7,0,0,121,7.3,250,14.4,52,70.3,198,11.9,FALSE,0
"8600000US10512","ZCTA5 10512","2019","10512",0,1136,77.4,84.5,77.2,11596,337,11259,5.6,0,5.7,862,4.4,11,1,851,4.6,2785,14.1,294,25.9,2491,13.3,FALSE,0
"8600000US10514","ZCTA5 10514","2019","10514",0,309,77.2,100,77.1,5723,36,5687,5.9,30.6,5.7,165,1.8,0,0,165,1.9,520,5.8,114,36.9,406,4.7,FALSE,0
"8600000US10516","ZCTA5 10516","2019","10516",0,262,81.5,71.3,81.8,2490,57,2433,4.4,0,4.5,171,4.1,0,0,171,4.4,610,14.7,59,22.5,551,14.2,FALSE,0
"8600000US10517","ZCTA5 10517","2019","10517",0,5,87,100,86.8,248,5,243,4,0,4.1,0,0,0,0,0,0,35,9.6,0,0,35,9.7,FALSE,0
"8600000US10518","ZCTA5 10518","2019","10518",0,41,79.2,100,78.3,510,26,484,13.1,0,13.8,67,7.4,0,0,67,7.8,44,4.9,15,36.6,29,3.4,FALSE,0
"8600000US10519","ZCTA5 10519","2019","10519",0,0,93.3,0,93.3,168,0,168,0,0,0,2,1.1,0,0,2,1.1,0,0,0,0,0,0,FALSE,1
"8600000US10520","ZCTA5 10520","2019","10520",0,655,84.8,86.4,84.8,6141,165,5976,5,2.4,5.1,348,3.6,18,2.8,330,3.7,1139,11.9,261,40.8,878,9.8,FALSE,0
"8600000US10522","ZCTA5 10522","2019","10522",0,321,82.7,100,82.4,5602,112,5490,5.4,16.1,5.2,329,4.2,25,8.7,304,4.1,724,9.3,86,30,638,8.5,FALSE,0
"8600000US10523","ZCTA5 10523","2019","10523",0,266,85.3,77.2,85.5,5156,115,5041,5.8,19.1,5.5,561,8,0,0,561,8.3,783,11.1,76,28.6,707,10.4,FALSE,0
"8600000US10524","ZCTA5 10524","2019","10524",0,136,71.8,80,71.7,1962,28,1934,6.3,0,6.4,314,8.7,5,3.7,309,8.9,342,9.5,37,27.2,305,8.8,FALSE,0
"8600000US10526","ZCTA5 10526","2019","10526",0,28,80.2,0,80.2,880,0,880,4.2,0,4.2,106,7.3,0,0,106,7.4,114,7.8,10,35.7,104,7.3,FALSE,0
"8600000US10527","ZCTA5 10527","2019","10527",0,7,92.5,0,92.5,495,0,495,3.4,0,3.4,7,1,0,0,7,1,92,13.1,0,0,92,13.2,FALSE,0
"8600000US10528","ZCTA5 10528","2019","10528",0,491,73.9,73,74,5901,170,5731,4.4,0,4.6,564,5.6,30,6.1,534,5.5,919,9.1,166,33.8,753,7.8,FALSE,0
"8600000US10530","ZCTA5 10530","2019","10530",0,278,85.6,100,85.5,6149,75,6074,2.5,0,2.5,672,6.5,18,6.5,654,6.5,1103,10.6,85,30.6,1018,10.1,FALSE,0
"8600000US10532","ZCTA5 10532","2019","10532",0,219,81.6,65.8,81.8,2210,25,2185,3.3,100,2.2,176,4.7,18,8.2,158,4.5,614,16.3,110,50.2,504,14.2,FALSE,0
"8600000US10533","ZCTA5 10533","2019","10533",0,204,80.3,100,79.9,3457,85,3372,5.1,0,5.2,309,5.6,0,0,309,5.8,313,5.7,47,23,266,5,FALSE,0
"8600000US10535","ZCTA5 10535","2019","10535",0,0,67.4,0,67.4,155,0,155,0,0,0,0,0,0,0,0,0,61,21,0,0,61,21,FALSE,1
"8600000US10536","ZCTA5 10536","2019","10536",0,155,76.7,100,76.5,4919,42,4877,1.7,0,1.7,223,2.8,0,0,223,2.8,678,8.4,49,31.6,629,8,FALSE,0
"8600000US10537","ZCTA5 10537","2019","10537",0,57,86.7,100,86.2,1558,57,1501,5.2,0,5.4,205,10.2,0,0,205,10.5,174,8.7,16,28.1,158,8.1,FALSE,0
"8600000US10538","ZCTA5 10538","2019","10538",0,330,80.8,100,80.7,7385,47,7338,4,0,4,326,2.8,0,0,326,2.9,810,7,71,21.5,739,6.6,FALSE,0
"8600000US10541","ZCTA5 10541","2019","10541",0,856,82,89.8,81.9,13471,212,13259,3.8,0,3.9,643,3.1,26,3,617,3.2,2383,11.7,331,38.7,2052,10.5,FALSE,0
"8600000US10543","ZCTA5 10543","2019","10543",0,425,81.8,100,81.6,10189,84,10105,4.3,16.7,4.2,1044,6.6,31,7.4,1013,6.6,1632,10.3,215,51.3,1417,9.2,FALSE,0
"8600000US10545","ZCTA5 10545","2019","10545",0,0,69.9,0,69.9,72,0,72,13.9,0,13.9,41,35.3,0,0,41,35.3,10,8.6,0,0,10,8.6,FALSE,1
"8600000US10546","ZCTA5 10546","2019","10546",0,16,78.4,100,78.1,552,11,541,0,0,0,4,0.4,0,0,4,0.4,81,8.9,5,31.3,76,8.5,FALSE,0
"8600000US10547","ZCTA5 10547","2019","10547",0,162,80.9,28.4,81.7,4131,21,4110,3.3,0,3.3,345,5.8,6,3.8,339,5.8,726,12.2,93,59.6,633,10.9,FALSE,0
"8600000US10548","ZCTA5 10548","2019","10548",0,292,74,52.9,75.2,1763,73,1690,6.4,0,6.7,311,10.5,33,16.1,278,10.1,479,16.2,84,41,395,14.4,FALSE,0
"8600000US10549","ZCTA5 10549","2019","10549",0,410,80.3,55.2,80.5,7809,37,7772,4.3,0,4.3,686,5.6,30,7.3,656,5.5,1166,9.5,58,14.1,1108,9.4,FALSE,0
"8600000US10550","ZCTA5 10550","2019","10550",0,787,77.5,77,77.5,18922,368,18554,8,14.1,7.9,4471,15.4,86,10.9,4385,15.5,3996,13.8,185,23.5,3811,13.5,FALSE,0
"8600000US10552","ZCTA5 10552","2019","10552",0,636,79.5,91.6,79.3,9932,175,9757,3.8,5.7,3.8,1501,9.2,62,10.6,1439,9.1,2481,15.2,263,44.9,2218,14.1,FALSE,0
"8600000US10553","ZCTA5 10553","2019","10553",0,309,81.9,71.4,82.3,5371,150,5221,7,0,7.2,767,9.6,43,13.9,724,9.4,1178,14.7,45,14.6,1133,14.7,FALSE,0
"8600000US10560","ZCTA5 10560","2019","10560",0,155,80.4,100,80,2223,51,2172,5.2,17.6,4.9,127,3.5,0,0,127,3.7,264,7.3,19,12.6,245,7.1,FALSE,0
"8600000US10562","ZCTA5 10562","2019","10562",0,889,76.6,71.2,76.7,15359,185,15174,4,33.5,3.6,2155,9.2,16,1.9,2139,9.5,3005,12.9,276,32.5,2729,12.1,FALSE,0
"8600000US10566","ZCTA5 10566","2019","10566",0,1032,82.3,69.7,82.6,11899,239,11660,4.6,0,4.6,2155,12,119,11.6,2036,12,2642,14.7,453,44.1,2189,12.9,FALSE,0
"8600000US10567","ZCTA5 10567","2019","10567",0,680,82.6,80.1,82.7,10741,225,10516,2.6,0,2.6,496,3.2,23,3.4,473,3.2,1498,9.6,173,25.9,1325,8.9,FALSE,0
"8600000US10570","ZCTA5 10570","2019","10570",0,330,78.6,88.5,78.4,6106,108,5998,5.8,0,5.9,263,2.9,40,12.1,223,2.5,800,8.8,79,23.9,721,8.2,FALSE,0
"8600000US10573","ZCTA5 10573","2019","10573",0,972,82.5,66.1,82.6,19988,74,19914,8,13.5,8,2702,9.1,26,2.7,2676,9.3,3137,10.5,270,28,2867,9.9,FALSE,0
"8600000US10576","ZCTA5 10576","2019","10576",0,185,77.6,100,77.3,2179,29,2150,3.8,0,3.9,79,2,0,0,79,2.1,363,9.2,21,11.4,342,9.1,FALSE,0
"8600000US10577","ZCTA5 10577","2019","10577",0,111,54,100,53.9,2717,2,2715,12.4,0,12.4,142,6.7,0,0,142,7.1,179,8.5,9,8.1,170,8.5,FALSE,0
"8600000US10578","ZCTA5 10578","2019","10578",0,16,74.1,50,74.8,473,8,465,0,0,0,27,4.1,0,0,27,4.2,44,6.7,0,0,44,6.9,FALSE,0
"8600000US10579","ZCTA5 10579","2019","10579",0,275,81.9,100,81.5,4280,122,4158,3.5,0,3.6,425,6.3,41,14.9,384,6,763,11.4,60,21.8,703,10.9,FALSE,0
"8600000US10580","ZCTA5 10580","2019","10580",0,525,74.8,100,74.6,7176,94,7082,4.3,0,4.3,529,4.4,12,2.4,517,4.5,1057,8.7,185,36.3,872,7.5,FALSE,0
"8600000US10583","ZCTA5 10583","2019","10583",0,887,78.1,97.9,77.9,17517,184,17333,3.5,0,3.5,1018,3.4,28,3.2,990,3.4,2261,7.6,301,33.9,1960,6.8,FALSE,0
"8600000US10588","ZCTA5 10588","2019","10588",0,261,87.8,100,86.9,1569,115,1454,15.3,0,16.5,107,4.4,0,0,107,4.9,421,17.3,62,23.8,359,16.6,FALSE,0
"8600000US10589","ZCTA5 10589","2019","10589",0,638,79.8,75,79.9,2951,60,2891,4.6,0,4.7,305,4.3,55,9.3,250,3.8,1160,16.3,216,36.5,944,14.5,FALSE,0
